,Date,news
2003,07-05-2020,Visakhapatnam: Lockdown witnesses surge in data usage
2004,07-05-2020,Big spike forces Ahmedabad into total lockdown till May 15
2005,07-05-2020,Customers seek extension of motor cover duration due to lockdown
2006,07-05-2020,Lockdown gets meat lovers’ goat as abattoir yet to open in Delhi
2007,07-05-2020,Worker makes an excavator his home during lockdown
2008,07-05-2020,SECR upgrades railwaytracks during lockdown
2009,07-05-2020,"Lockdown hit Telangana economy hard, but will bounce back: FM Harish Rao"
2010,07-05-2020,"Lockdown rejuvenates lakes, avian life in Udaipur district"
2011,07-05-2020,Jamshedpur man dies while trying to flee from cops amid lockdown
2012,06-05-2020,Pooja Hegde posts video to spread awareness about the coronavirus pandemic
2013,06-05-2020,Power consumption in Patna up 13 per cent despite lockdown
2014,06-05-2020,Impending disputes keep law firms busy in lockdown
2015,06-05-2020,"Beware, snakes don’t have any lockdown"
2016,06-05-2020,"With Lockdown 3.0, testing in U’khand down by 50% although +ve cases continue"
2017,06-05-2020,Lockdown helps rly take up long-pending track works
2018,06-05-2020,Lockdown halts transport business
2019,06-05-2020,Order returns on Day 2 of lockdown 3.0
2020,06-05-2020,West Bengal: Dial a psychologist to beat lockdown blues
2021,06-05-2020,"Covid-19 norms in place, Hyderabad's RGIA plans for a flying start post lockdown"
2022,06-05-2020,"Phased lockdown exit will delay peak in Tamil Nadu by 4 months, cut cases"
2023,06-05-2020,Final year students worried about future as lockdown extends
2024,06-05-2020,"Over 17,000 arrested for defying lockdown in Andhra Pradesh"
2025,06-05-2020,"Over 17,000 arrested for defying lockdown in Andhra Pradesh"
2026,06-05-2020,Priest solemnizes marriage on video call amid lockdown
2027,05-05-2020,Six leading musicians play six different instruments for a six-day lockdown workshop
2028,05-05-2020,Pay lockdown wages before letting Saurashtra diamond workers go: GDWU
2029,05-05-2020,Schools coerce parents to pay fees despite lockdown
2030,05-05-2020,"Sensex dives 2,002 points on PMI’s historic low, global cues"
2031,05-05-2020,Bihar: Few new prisoners amid lockdown 3.0
2032,05-05-2020,"40 held, over 1,000 vehicles seized on Day 1 of lockdown 3.0"
2033,05-05-2020,Lockdown wreaks havoc on sleep cycles
2034,05-05-2020,Police loosen grip as lockdown eased
2035,05-05-2020,Covid lockdown takes a toll on Ramzan shopping
2036,05-05-2020,Metro work resumes as lockdown curbs eased
2037,05-05-2020,Four-hour lockdown relaxation leads to crowding across Aurangabad
2038,05-05-2020,Lockdown shows positive impact on Goa’s air quality
2039,05-05-2020,"Hassled cops reeling under 12-14hr duty, confusions over lockdown"
2040,05-05-2020,No relief for Indore in lockdown 3.0
2041,05-05-2020,Kolhapur: Relaxation in lockdown rules keeps police on toes
2042,05-05-2020,"Three new cases, K Chandrasekhar Rao calls for stricter lockdown"
2043,05-05-2020,Lockdown tightened in Narasaraopet
2044,05-05-2020,Virus forgotten in Visakhapatnam as lockdown eased
2045,05-05-2020,Special classes for special kids during lockdown in Jaipur
2046,05-05-2020,"On Day 1 of lockdown 3.0, people flout rules brazenly in Jaipur"
2047,05-05-2020,Bengaluru: Transgender community faces a tough time during lockdown
2048,05-05-2020,Bhopal: Impact of lockdown easing will be known in a fortnight
2049,05-05-2020,Harvest & trade in elusive high-altitude caterpillar fungus collapses due to lockdown
2050,05-05-2020,MSMEs restart operations as lockdown restrictions eased
2051,05-05-2020,Shiva’s deep dive amidst lockdown saves many lives in Hyderabad
2052,05-05-2020,Police manoeuvre strategy to make lockdown effective
2053,04-05-2020,Lockdown has given me family time that I really needed: Tanya Hope
2054,04-05-2020,Lockdown is the premise for this Malayalam movie
2055,04-05-2020,Haryana re-issues guidelines for lockdown 3.0
2056,04-05-2020,Police gift cake to newly wed couple in Ludhiana amid lockdown
2057,04-05-2020,Mary Kom: Cherishing the time with my kids in lockdown
2058,04-05-2020,Mary Kom: Cherishing the time with my kids in lockdown
2059,04-05-2020,"Covid-19: Lockdown delayed peak by a month to June-end, study says"
2060,04-05-2020,"History-sheeter cuts cake, lockdown rule with same sword"
2061,04-05-2020,Cash flows for companies dry up due to lockdown
2062,04-05-2020,Patna: Lockdown revives indoor games and family bonding
2063,04-05-2020,SCR services set to better post lockdown
2064,04-05-2020,Kitchen & roof gardening fill up lockdown days
2065,04-05-2020,Max arrests for lockdown breach in Dhoomanganj
2066,04-05-2020,City youths ensure a daily dose of nourishment for kids in lockdown
2067,04-05-2020,Over 800 home quarantined since lockdown
2068,04-05-2020,"Lockdown violators primary carriers of Covid-19, reveals cell tower location analysis"
2069,04-05-2020,SECR forms ‘perish cells’ for parcel booking in lockdown
2070,04-05-2020,Lockdown games lead to cluster in Ashok Ngr street
2071,04-05-2020,Lockdown find: Lila Majumdar’s rare works
2072,04-05-2020,US Nagar police collects Rs 42.34 lakh fine during lockdown
2073,04-05-2020,‘The pandemic has made me realise the importance of my work as a nurse’
2074,04-05-2020,Goa green-lighted into lockdown phase 3
2075,04-05-2020,"Aligarh youth commits suicide, allegedly from depression due to lockdown"
2076,04-05-2020,2 cops in spot for a shave in salon during lockdown
2077,04-05-2020,"Lockdown woes: Stranded in Nepal, 25 labourers from UP appeal for help"
2078,04-05-2020,"Hyderabad: Students, professionals take to online courses amid lockdown"
2079,04-05-2020,"Lockdown diaries: Selena Gomez shares the glimpse of her ""makeshift studio"""
2080,03-05-2020,Graffiti murals spread the message of safety and hope amid pandemic
2081,03-05-2020,Telangana: Judges in Khammam are serving the needy during lockdown
2082,03-05-2020,"#MyPrecious: Cheese, chocolates cherished in lockdown"
2083,03-05-2020,"#MyPrecious: Cheese, chocolates cherished in lockdown"
2084,03-05-2020,More Indians are stepping out to beat lockdown blues: Phone data
2085,03-05-2020,Khichdi becomes khaas: How lockdown is helping us rediscover the joys of home cooking
2086,03-05-2020,Bihar: Colour-coded lockdown from Monday
2087,03-05-2020,"Bihar: Businessmen rue lockdown extension, people support it"
2088,03-05-2020,"SI, 9-month pregnant, on lockdown duty"
2089,03-05-2020,No easing of lockdown for Mumbai & Pune: What's open and what's shut
2090,03-05-2020,No easing of lockdown for Mumbai & Pune: What's open and what's shut
2091,03-05-2020,Total lockdown in 3 districts today
2092,03-05-2020,Kalahandi police counsels lockdown violators
2093,03-05-2020,Covid-19 lockdown in Delhi: RWAs hesitant to take call on domestic helps
2094,03-05-2020,Jaipur not likely to witness major relaxations in lockdown phase 3
2095,03-05-2020,"Lockdown 3.0: Offices in U’khand to open from 10 am to 4 pm, shops from 7 am to 4 pm"
2096,03-05-2020,Two-year jail for violating pandemic norms in Rajasthan
2097,03-05-2020,76 lockdown violation cases in Malkajgiri
2098,03-05-2020,Uttar Pradesh supplied 14.5 lakh litre sanitiser to states during lockdown
2099,03-05-2020,Tamil Nadu: Rural government schools expect surge in enrolment after lockdown
2100,03-05-2020,They feed stray dogs chicken biryani during lockdown
2101,03-05-2020,Shekhawat accuses state govt of ineffective implementation of lockdown
2102,03-05-2020,Lucknow: Lockdown setback for professional swimmers
2103,03-05-2020,Three AP high court judges take oath amid lockdown
2104,03-05-2020,Bihar govt staff to get salaries for lockdown period
2105,03-05-2020,Supermarkets turn meeting spots in city amid lockdown
2106,03-05-2020,Six criminals sent to jail in connection to Steel City gang war
2107,03-05-2020,Andhra Pradesh: Lockdown makes cars wait in showrooms
2108,03-05-2020,Nikhil puts wedding on hold indefinitely due to lockdown 3.0
2109,02-05-2020,There’re many ways to celebrate indoors during the lockdown
2110,02-05-2020,Bengaluru parents get creative to explain the pandemic to their kids
2111,02-05-2020,Get ready for hefty cut in fuel prices as lockdown curbs ease gradually
2112,02-05-2020,"For 42 days, 65-year-old has slept in ambulance, says will go home ‘once Covid-19 war is over’"
2113,02-05-2020,Janhvi Kapoor:This lockdown has made me re-evaluate my priorities
2114,02-05-2020,Coronavirus in Chennai: Police clip wings of lockdown violators with drones
2115,02-05-2020,Gujarat: Will Lockdown 3.0 arrest further spread of Covid-19?
2116,02-05-2020,Lockdown stalls stem cell transplants of 15 patients
2117,02-05-2020,Rajasthan loses Rs 41 crore a day liquor revenue due to lockdown
2118,02-05-2020,Andhra Pradesh: Members pull out savings to feed poor during lockdown
2119,02-05-2020,Lockdown effect? More children are exploring porn nowadays
2120,02-05-2020,Ahmedabad woman booked after posting lockdown violation video
2121,02-05-2020,Gujarat: Decisions on lockdown 3.0 modalities on Saturday
2122,02-05-2020,Muted farewell for TNSTC staff retiring during lockdown
2123,02-05-2020,"Covid-19 warrior: For 42 days, 65-year-old has slept in ambulance, says will go home ‘once coronavirus war is over’"
2124,02-05-2020,"COVID-19 virus mutates quickly, lockdown should continue to check spread: Dr Vinetz"
2125,02-05-2020,Lockdown brings auto industry’s April sales to zero
2126,02-05-2020,"Pune: RESQ, Grasslands Trust provide food to workers and animals in lockdown"
2127,02-05-2020,Pharma sector bets on high turnover despite lockdown
2128,02-05-2020,"Lockdown 3.0: Curbs extended for 2 weeks, with some easing"
2129,02-05-2020,Lockdown road blocks in Amreli invite wrath of Gujarat HC
2130,02-05-2020,Madhya Pradesh: Spirit goes out of liquor business in lockdown
2131,02-05-2020,Delhi lockdown news: Today's updates from your city
2132,02-05-2020,Chennai lockdown news: Today's updates from your city
2133,02-05-2020,Chandigarh lockdown news: Today's updates from your city
2134,02-05-2020,Bengaluru lockdown news: Today's updates from your city
2135,02-05-2020,Kolkata lockdown news: Today's updates from your city
2136,02-05-2020,Hyderabad lockdown news: Today's updates from your city
2137,02-05-2020,This K’wood actor teaches aeronautics through epics to kids during lockdown
2138,02-05-2020,Ahmedabad lockdown news: Today's updates from your city
2139,02-05-2020,Lucknow lockdown news: Today's updates from your city
2140,02-05-2020,Mumbai lockdown news: Today's updates from your city
2141,01-05-2020,"Urgent pleas on the rise for e-access to children, during lockdown in Mumbai, Pune family courts"
2142,01-05-2020,"UK is past the peak, says PM Johnson, promising lockdown exit plan"
2143,01-05-2020,Non-Covid death rate falls amid lockdown in Bihar
2144,01-05-2020,"4,000 points: Sensex posts highest monthly gain"
2145,01-05-2020,HUL Q4 net slips 3% on lockdown
2146,01-05-2020,Residents out in hordes after intense lockdown
2147,01-05-2020,Kolkata: Helps can’t collect salary due to lockdown
2148,01-05-2020,"As Tamil Nadu awaits lockdown exit, cases hit 161 in one day; 138 in Chennai"
2149,01-05-2020,Micro cluster plan on cards to exit lockdown in Pune
2150,01-05-2020,"Secure your money, cybercrime cases double in Indore during lockdown"
2151,01-05-2020,"Agra: Covid hotspots get ‘green zone’ tag now, lockdown norms to be relaxed"
2152,01-05-2020,Total lockdown won’t build immunity: Experts
2153,01-05-2020,Visakhapatnam: Postal services live up to challenges of lockdown
2154,01-05-2020,Lockdown flouted every 4th hour in Lucknow
2155,01-05-2020,2 lakh migrant workers crossed state borders during lockdown
2156,01-05-2020,Man shuttles across Kerala to meet wives during lockdown
2157,01-05-2020,Lockdown draws wild animals out of forests in Rohilkhand
2158,01-05-2020,Hyderabad: Metro Rail spruces up its stations in lockdown lull
2159,01-05-2020,Contact tehsildars for returning home amid lockdown
2160,01-05-2020,City sees a drop in death count during lockdown
2161,01-05-2020,MP booked for violating lockdown norms
2162,01-05-2020,Lockdown extended till May 7 in Kalaburagi
2163,01-05-2020,Pandemic unites people from across faiths during Ramzan
2164,30-06-2020,"Courts closed for pandemic, but lawyers mint moolah with lockdown suits"
2165,30-06-2020,"Tata Steel hit by Rs 1,236 crore loss in Q4"
2166,30-06-2020,Lockdown in Nepal adversely affects business of border districts
2167,30-06-2020,MLA suggests war memorial in Kharar
2168,30-06-2020,Flights from Nashik hit post lockdown
2169,30-06-2020,Restrictions to curb pandemic make shifting houses a headache
2170,30-06-2020,Tamil Nadu: Experts choose awareness over another lockdown
2171,30-06-2020,Record wheat procurement at MSP this year despite lockdown in Rajasthan
2172,30-06-2020,Record wheat procurement at MSP this year despite lockdown in Rajasthan
2173,30-06-2020,Record wheat procurement at MSP this year despite lockdown in Rajasthan
2174,30-06-2020,Hyderabad: People throng stores and ATMs speculating another lockdown
2175,30-06-2020,"Hyderabad: Despite lockdown talk, CETs to be conducted as per schedule in July"
2176,30-06-2020,Ambernath lockdown extended by week as city still reports 60 to 100 cases a day
2177,30-06-2020,"As people stayed home, cyber fraud tripled during lockdown in Delhi"
2178,30-06-2020,Lockdown extension dishes out further troubles for hoteliers
2179,30-06-2020,"Mundhe, Thakare to issue lockdown guidelines today"
2180,30-06-2020,"SI plays Good Samaritan, supplies essentials to needy during lockdown"
2181,30-06-2020,"Intense lockdown in Chennai, Madurai to continue till July 5"
2182,30-06-2020,"Maharashtra, Tamil Nadu extend lockdown till July 31"
2183,30-06-2020,9-day lockdown in Waluj industrial area from July 4 as Covid cases rise
2184,30-06-2020,‘Welfare schemes during lockdown failed to reach many beneficiaries’
2185,30-06-2020,"When admn is appealing to follow lockdown norms, political parties violating it"
2186,30-06-2020,South Goa police net Rs 1 crore in fines during lockdown period
2187,29-06-2020,#LockdownInitiative: Artists & photographers focus on lives sidelined by lockdown
2188,29-06-2020,Shiggavi traders demand 15-day lockdown
2189,29-06-2020,Bird recording soars during lockdown in Kerala
2190,29-06-2020,"In Himachal Pradesh, cycling culture on upswing amid pandemic"
2191,29-06-2020,"Chocolates, Vit C supplements most sought items for lockdown haul, says IIM-L survey"
2192,29-06-2020,Rs 2.6 crore collected in fines for violations during lockdown
2193,29-06-2020,Crime rate spikes in Rajasthan as lockdown rules ease
2194,29-06-2020,"Lockdown cost Telangana over Rs 1,700 crore/day, realty crumbled like house of cards"
2195,29-06-2020,5 Delhi tourists booked for violating lockdown rules in Rishikesh
2196,29-06-2020,No death on Nashik-Pune highway Sinnar stretch during lockdown
2197,29-06-2020,Goa: Salcete villages under lockdown
2198,29-06-2020,"Won’t lift lockdown on July 1, but more easing on way: Maharashtra CM Uddhav Thackeray"
2199,28-06-2020,Lockdown curbs hit plan projects
2200,28-06-2020,Chennai: Pandemic has sucked life out of little joys of pregnancy
2201,28-06-2020,Chennai: Army of young artists join to feed needy during lockdown
2202,28-06-2020,Zuarinagar lockdown kicks in
2203,28-06-2020,Lockdown call will depend on situation: Punjab CM
2204,28-06-2020,"Congress, BJP in social media war over Tukaram Mundhe’s functioning"
2205,28-06-2020,Visakhapatnam: Maoists run out of food amid lockdown
2206,28-06-2020,"Mega block on Central Railway today, first since lockdown"
2207,27-06-2020,"From Diljit to Gippy, stars raring to go after lockdown"
2208,27-06-2020,DIY bangs: Lockdown fringe is here to stay
2209,27-06-2020,Three-day lockdown in Punjab's Gidderbaha
2210,27-06-2020,Veteran of 1962 war relives tense moments on India-China border
2211,27-06-2020,Turf war continues in panchayati raj dept
2212,27-06-2020,Call on lockdown extension on Monday: Tamil Nadu CM Edappadi K Palaniswami
2213,27-06-2020,Call on lockdown extension on Monday: Tamil Nadu CM Edappadi K Palaniswami
2214,27-06-2020,Trichy’s weddings throw lockdown norms to wind
2215,27-06-2020,Webinar takes up legal impact of Covid pandemic on industry
2216,27-06-2020,Traders at Laad Bazaar opt for self-imposed lockdown
2217,27-06-2020,"Tired of virus talks, viewers turn to serials with scant pandemic mention"
2218,27-06-2020,Sancoale panchayat for lockdown in three areas near Zuarinagar slum
2219,27-06-2020,Voluntary lockdown in Goa: Carmona
2220,27-06-2020,Lockdown extended till July 31 in Jharkhand
2221,27-06-2020,Tata Steel closes Jamadoba mine after employee tests positive
2222,26-06-2020,"Another lockdown in Bengaluru: Citizens say yes, Govt. says no"
2223,26-06-2020,Constable arrested for raping 13-year-old niece during lockdown in Hyderabad
2224,26-06-2020,"Restaurateur ends life after lockdown triggers depression, cops search for kin"
2225,26-06-2020,Cleaning carved marble for Ram temple begins on a war footing
2226,26-06-2020,Delhi: War on one pandemic brings another back
2227,26-06-2020,Lockdown peril: West Bengal records 198 child marriage complaints
2228,26-06-2020,Jaipur: Malls waive off rent for shops during lockdown period
2229,26-06-2020,Dehradun to conduct survey of street vendors who returned to their villages during lockdown
2230,25-06-2020,Bengal extends lockdown curbs till July 31 after all-party meet
2231,25-06-2020,Vadodara pharma units mint moolah during lockdown
2232,25-06-2020,Loud and clear: Learning over loudspeakers amid lockdown
2233,25-06-2020,IIT-Madras forces students to vacate hostels during lockdown
2234,25-06-2020,Chennai: Conflicts in families rise as lockdown extends
2235,25-06-2020,HC to UPP: Spread awareness on lockdown
2236,25-06-2020,Positive response to 5-day lockdown in Trimbak
2237,25-06-2020,Cop data shows road accident fatality dip during lockdown
2238,25-06-2020,"Spread awareness, do not put lockdown violators in jail: HC to Agra police"
2239,24-06-2020,No sport routine adds to the void of lockdown
2240,24-06-2020,How reverse parenting in the lockdown is helping parents bond with their children better
2241,24-06-2020,Ratan Tata shares a message urging people to stop online bullying and hatred
2242,24-06-2020,‘Disappointed’ pilgrims hail govt’s decision of not allowing Indians to go on Haj amid pandemic ‘right’
2243,24-06-2020,No need to impose complete lockdown in dist: Collector
2244,24-06-2020,Arasur takes 12-day self-imposed lockdown route to fight contagion
2245,24-06-2020,Lockdown aftershocks: ‘To let’ boards dot biz stretches
2246,24-06-2020,Theni district to go into complete lockdown from today
2247,24-06-2020,Chennai: Lockdown upends routine of sports freaks
2248,24-06-2020,"No lockdown across Tamil Nadu, but strict curbs in Madurai, Theni"
2249,24-06-2020,"No lockdown across Tamil Nadu, but strict curbs in Madurai, Theni"
2250,24-06-2020,Muted Rath Yatra festivities amid pandemic in Visakhapatnam
2251,24-06-2020,Lockdown blues: Prayagraj witnesses spurt in suicides
2252,24-06-2020,5 in 66 days to 8 in 25 days: Fatal accidents return to haunt Kolkata as lockdown eases
2253,23-06-2020,Has the COVID-19 pandemic changed the definition of campus life?
2254,23-06-2020,Extreme caution urged as pandemic tightens grip
2255,23-06-2020,Pandemic delays memorial at ‘Faujiyan Da Pind’
2256,23-06-2020,Lockdown triggers rise in domestic groundwater consumption in Telangana
2257,23-06-2020,Traders implement two-week lockdown after villager tests +ve
2258,23-06-2020,Complete lockdown in Madurai city and adjoining areas from midnight till June 30
2259,23-06-2020,"As cases rise, Curtorim imposes partial lockdown"
2260,22-06-2020,"Lockdown behind suicide by 2 brother, 4 kids"
2261,22-06-2020,Many housing societies continue lockdown for their residents
2262,22-06-2020,Sensex up 34% on handful of stocks since March low
2263,22-06-2020,Karnataka: No FIRs filed at women’s police station in Dakshina Kannada during lockdown
2264,22-06-2020,Man who lost job during lockdown found dead in Kolkata's Behala
2265,22-06-2020,Lest we forget our war martyrs ever
2266,22-06-2020,Lockdown lessons forgotten? 1K corona cases in three wks
2267,22-06-2020,Lockdown helps Bengal Inc sons bond with dads
2268,22-06-2020,"Maharashtra: Flesh trade goes online, sees boom as cops busy with lockdown"
2269,22-06-2020,Call for total lockdown as cases continue to rise
2270,22-06-2020,Telangana: Lockdown exposes minors to risk of child marriage
2271,22-06-2020,"Partial lockdown in Pudukottai, Karur dists after cases increase"
2272,22-06-2020,Lockdown helped Rlys to use tech for speedy maintenance & construction
2273,22-06-2020,"BRO keeping link intact, working at war footing on new bridges to Leh"
2274,22-06-2020,Andhra Pradesh: Lockdown back in Anantapur
2275,22-06-2020,Poor kids denied nutrition due to lockdown
2276,22-06-2020,‘Bug bounty’ helps techies make a killing amid Covid lockdown
2277,22-06-2020,Karnataka: Kanakapura constituency self-imposes lockdown till July 1
2278,21-06-2020,This World Music Day and International Day of Yoga the focus is on wellness and healing amidst the pandemic
2279,21-06-2020,Harshdeep Kaur: I’ve learnt how to use recording software during the lockdown
2280,21-06-2020,Dheeraj Dhoopar: Teaching dad net banking was helpful in lockdown
2281,21-06-2020,"Lockdown may sound death knell for 4,000-year-old Ajrakh art"
2282,21-06-2020,Pandemic sees more interest in yoga
2283,21-06-2020,Pandemic fails to dampen charm of yoga
2284,21-06-2020,"Lockdown shielded us, unlock to test: Doctors"
2285,21-06-2020,Madhya Pradesh: Lockdown googling reunites 93-year-old woman with her family after 40 years
2286,20-06-2020,‘This pandemic has made us rediscover ourselves as artistes’
2287,20-06-2020,"At Rs 35,000 crore, Ruchi Soya’s m-cap nears large companies like Tata Motors"
2288,20-06-2020,Pandemic prompts people to explore their creative side
2289,20-06-2020,Tug of war over Covid patient in Kolkata
2290,20-06-2020,Telangana: Local bodies impose lockdown in villages
2291,20-06-2020,"Post Galwan, Chinese cyber armies wage war against India"
2292,20-06-2020,"Thinning population in border villages post 1962 war has hit intel, major security concern"
2293,20-06-2020,Police grapple with pandemic as 868 of them infected so far
2294,20-06-2020,Total lockdown in Ongole from Sunday
2295,20-06-2020,2 from ‘Gaybya’ gang held for 17 burglaries during lockdown
2296,20-06-2020,"Tamil Nadu: 1,541 new cases in 4 districts under tight lockdown"
2297,20-06-2020,Nagpur: Man ends life after losing job during lockdown
2298,19-06-2020,Bangalore Times webinar on the impact of the pandemic on education
2299,19-06-2020,Ahaana Krishna’s lockdown film DOTS is about the thoughts of the lonely
2300,19-06-2020,"With at-home ceremonies and guests joining via video calls, couples opt for intimate weddings amid the pandemic"
2301,19-06-2020,Tata Motors rating cut by Moody’s
2302,19-06-2020,"In lockdown season, a silver lining as hilsa catch hits Kolkata market"
2303,19-06-2020,Tata Education Trust will have to deposit Rs 100 crore in tax demand
2304,19-06-2020,Madhya Pradesh: Sand price doubles after short supply during lockdown
2305,19-06-2020,"Lockdown isolation, actor death behind copycat suicides: Experts"
2306,19-06-2020,Kerala: Discounts for power bills generated in lockdown
2307,19-06-2020,Ferozepur division moved 14 LT of goods in lockdown
2308,19-06-2020,Gujarat: Cybercrimes go up in lockdown
2309,18-06-2020,Stock brokers seek govt nod to operate in lockdown
2310,18-06-2020,"Lockdown lull: Distress sale of gold rises as business & jobs take hit, savings dry up"
2311,18-06-2020,Covid-19 lockdown effect: Dudhwa Tiger Reserve records 45% dip in revenue from tourism
2312,18-06-2020,"For mental health patients, lockdown has meant reversal of gains"
2313,18-06-2020,Thirumayam panchayat declares 2-day lockdown after cop tests positive
2314,18-06-2020,Over 100 students graduate from NIT Goa amid pandemic
2315,18-06-2020,Parsoli Motors ordered to deposit Rs 1 lakh in NDF
2316,18-06-2020,"We can empathise with what our soldiers in Ladakh are feeling, last war had taught us China not to be trusted: Veterans who fought ‘62 war"
2317,18-06-2020,No new lockdown in Nashik: Bhujbal
2318,18-06-2020,Vizag sits on top of lockdown violations in Andhra Pradesh since March 23
2319,17-06-2020,"Kalki, Suhasini and Shriya do a virtual reading session for kids in lockdown"
2320,17-06-2020,One more rhino born at Patna zoo during lockdown
2321,17-06-2020,Cars find many takers amid pandemic
2322,17-06-2020,"China’s Great Wall Motors in pact with Maha, has $1bn India plan"
2323,17-06-2020,Security biz sees higher demand amid lockdown
2324,17-06-2020,"D-Street discounts border clash, sensex ends in green"
2325,17-06-2020,...but revenue falls post lockdown
2326,17-06-2020,Trash woes return after lockdown relaxations
2327,17-06-2020,Lucknow: Love’s labour lost? Pandemic leaves couples and banquets in a quandary
2328,16-06-2020,‘Goa failed to make best of lockdown 1.0’
2329,16-06-2020,"Family uses Covid lockdown as boon, grows ‘organic’ mangoes in Gorakhpur"
2330,16-06-2020,"Chennai, suburbs under 12-day intense lockdown from June 19"
2331,16-06-2020,"With over 400 FIRs, South Goa police close to netting Rs 1 crore in lockdown violation fines"
2332,16-06-2020,"Goa: Merces lockdown near success, local business shut"
2333,16-06-2020,Telangana: Village imposes lockdown after woman tests positive
2334,16-06-2020,Easing of lockdown norms gives fresh hope for Beary Bhavan
2335,16-06-2020,Lockdown breathes life into Mohali bus stand
2336,16-06-2020,Covid-19 pandemic halts child adoption
2337,16-06-2020,"Covid-19 surge forces 12-day intense lockdown in Chennai, nearby areas"
2338,15-06-2020,"AG, SG give Rs 30L for lawyers to tide over lockdown loss"
2339,15-06-2020,Bihar: Rs 23.34 crore realised as fine from lockdown violators
2340,15-06-2020,Lockdown proves a boon for water bodies in Bihar
2341,15-06-2020,"Cooking up a storm: Lockdown turns Lucknow housewives into food bloggers, culinary pros"
2342,15-06-2020,Ahmedabad: Blending the ancient and modern in Covid war
2343,15-06-2020,Bharatnatyam keeps its rhythm online during lockdown
2344,15-06-2020,RU research students facing fund crunch due to lockdown
2345,15-06-2020,Mysuru rly division completes infra works during lockdown
2346,15-06-2020,Ophthalmic care badly hit by lockdown
2347,15-06-2020,‘Weekend lockdown a reminder that Covid hasn’t ended yet’
2348,15-06-2020,Hyderabad: Distress calls to counsellors surge during lockdown
2349,15-06-2020,Bengal brands tie up with social media for promotion during lockdown
2350,15-06-2020,Goa: QMC shuts 2 wards on Sunday ahead of 6-day lockdown from tomorrow
2351,15-06-2020,"Karnataka handling Covid-19 cases better, no lockdown again, says minister"
2352,14-06-2020,"Kumortuli beats lockdown blues, rises with hope post Amphan"
2353,14-06-2020,"As pandemic mars parade, IMA instructors turn family, kin share joy via video call"
2354,14-06-2020,"Facing stiff challenges, computer coaching centres trying to reinvent themselves as lockdown eases"
2355,14-06-2020,"Delhi: Mall management suggests lockdown rent waiver till June 15, concessions"
2356,14-06-2020,Job loss during lockdown hits domestic helps hard in Pune
2357,14-06-2020,Vijayawada: Supply chain issues continue even after easing of lockdown
2358,14-06-2020,Lockdown leap: Five MoUs inked for defence corridor
2359,14-06-2020,Kerala: Devotees and conduct of exams exempted from Sunday lockdown
2360,14-06-2020,Centre sets up key panel to help states fight Covid war
2361,14-06-2020,Private hospitals fleeced patients and lockdown was lax after the initial phase: Maharashtra task force chief
2362,13-06-2020,My first flying experience after the lockdown was seamless and convenient: Kavya Gowda
2363,13-06-2020,Lockdown brings Punjabi actor Jaswinder Bhalla closer to spirituality
2364,13-06-2020,"From disinfecting clothes to contactless shopping, apparel shops follow safety measures post lockdown"
2365,13-06-2020,TV actor Vipul Roy postpones wedding with US-based fiancée due to Covid-19 pandemic
2366,13-06-2020,Esha Gupta: The biggest difficulty Jannat 2 actress faced in times of the lockdown
2367,13-06-2020,"Delhi, Maharashtra, Tamil Nadu rule out another lockdown"
2368,13-06-2020,"It’s a war on corona, don’t upset warriors, pay docs salaries: SC"
2369,13-06-2020,Opposition divided on imposing lockdown again
2370,13-06-2020,"3 Tata ships sell for Rs 1,600 crore"
2371,13-06-2020,More strays being run over as lockdown eases in Chennai
2372,13-06-2020,"After decades, noise pollution silenced during lockdown"
2373,13-06-2020,Hubballi: Lockdown hits supply of mobile spares
2374,13-06-2020,Over 500 booked in Malegaon in three days for breaking lockdown rules
2375,13-06-2020,Crimes rise as lockdown curbs eased
2376,13-06-2020,"Sewing machine, a tool of self-reliance amid pandemic"
2377,13-06-2020,"As rumours fly, Maharashtra CM Uddhav Thackeray and health minister deny plans to reimpose lockdown"
2378,13-06-2020,"As rumours fly, Maharashtra CM Uddhav Thackeray and health minister deny plans to reimpose lockdown"
2379,13-06-2020,Bail to 9 Tablighi Jamaat members who ‘violated’ visa & lockdown conditions
2380,13-06-2020,Cops receive CM pat for lockdown work
2381,13-06-2020,Six-day lockdown in Quepem town
2382,13-06-2020,Tamil Nadu government divided over intense lockdown in Chennai
2383,13-06-2020,18.5 lakh lacked access to abortion during lockdown
2384,13-06-2020,Tamil Nadu: How a sugarcane farmer ensured a sweet time during lockdown
2385,13-06-2020,Rumours of new lockdown make bizmen anxious
2386,13-06-2020,No lockdown for now: Tamil Nadu to Madras high court; EPS junks posts on social media
2387,13-06-2020,"Lockdown won’t be extended, says Delhi health minister Satyendar Jain"
2388,12-06-2020,Taapsee Pannu: This pandemic has set off a string of human tragedies all around us
2389,12-06-2020,Lockdown made singer-actor Yuvraj Hans a responsible and caring hubby
2390,12-06-2020,Tata Memorial does 494 cancer surgeries during lockdown
2391,12-06-2020,Mohali: Don’t worry if learner’s licence expired during lockdown period
2392,12-06-2020,Jaipur civic body collects Rs 2.71 lakh in fine for flouting lockdown rules
2393,12-06-2020,Med team checks pvt hosp facilities to treat pandemic
2394,12-06-2020,"Coimbatore: Gym owners feel lockdown heat, request members to lend a hand"
